ID	GSM1176196_1105A-08_EC_48_Affy.CEL.gz	GSM1176197_1105A-08_EC_15.CEL.gz	GSM1176198_1205A-07_EC-09_AffyHyb.CEL.gz	GSM1176199_1205A-07_EC-24_AffyHyb.CEL.gz	GSM1176200_1205A-07-EC-36_AffyHyb.CEL.gz	GSM1176201_1205A-07_EC-06_AffyHyb.CEL.gz	GSM1176202_1105A-08_EC_75_Affy.CEL.gz	GSM1176203_1105A-08_EC_11.CEL.gz	GSM1176204_1205A-07-EC-69_AffyHyb.CEL.gz	GSM1176205_1105A-08_EC_51.CEL.gz	GSM1176206_1105A-08_EC_74.CEL.gz	GSM1176207_1105A-08_EC_92_Affy.CEL.gz	GSM1176208_1205A-07_EC-19_AffyHyb.CEL.gz	GSM1176209_0606A-05_EC_05_AffyHyb.CEL.gz	GSM1176210_0606A-05_EC_90_AffyHyb.CEL.gz	GSM1176211_1105A-08_HC-20_Affy_2.CEL.gz	GSM1176212_1105A-08_HC_37.CEL.gz	GSM1176213_1205A-07_HC-48_AffyHyb.CEL.gz	GSM1176214_1205A-07-HC-16_AffyHyb.CEL.gz	GSM1176215_1105A-08_HC_15.CEL.gz	GSM1176216_1105A-08_HC_24.CEL.gz	GSM1176217_0606A-05_HC_23_AffyHyb.CEL.gz	GSM1176218_0606A-05_HC_36_AffyHyb.CEL.gz	GSM1176219_1105A-08_HC-75_Affy.CEL.gz	GSM1176220_1105A-08_HC-11_Affy.CEL.gz	GSM1176221_1105A-08_HC_33_Affy.CEL.gz	GSM1176222_1105A-08_HC-69_Affy.CEL.gz	GSM1176223_0606A-05_HC_07_AffyHyb.CEL.gz	GSM1176224_1205A-07_HC-43_AffyHyb.CEL.gz	GSM1176225_1105A-08_HC-51_Affy.CEL.gz	GSM1176226_1105A-08_HC_92_Affy.CEL.gz	GSM1176227_1205A-07_HC-19_AffyHyb.CEL.gz	GSM1176228_0606A-05_HC_05_AffyHyb.CEL.gz	GSM1176229_1205A-07-HC-90_AffyHyb.CEL.gz	GSM1176230_0606A-05_PCG_20_AffyHyb.CEL.gz	GSM1176231_1205A-07_PCG-37_AffyHyb.CEL.gz	GSM1176232_1105A-08_PCG_48_Affy.CEL.gz	GSM1176233_1105A-08_PCG_15_Affy.CEL.gz	GSM1176234_1105A-08_PCG_13_Affy.CEL.gz	GSM1176235_0606A-05_PCG_09_AffyHyb.CEL.gz	GSM1176236_0306A-02_PCG-24_AffyHyb.CEL.gz	GSM1176237_0606A-05_PCG_57_AffyHyb.CEL.gz	GSM1176238_1205A-07_PCG-23_AffyHyb.CEL.gz	GSM1176239_1105A-08_PCG_36.CEL.gz	GSM1176240_1205A-07_PCG-06_AffyHyb.CEL.gz	GSM1176241_1205A-07_PCG-75_AffyHyb.CEL.gz	GSM1176242_1105A-08_PCG_11_Affy.CEL.gz	GSM1176243_1205A-07_PCG-70_AffyHyb.CEL.gz	GSM1176244_1205A-07_PCG-64_AffyHyb.CEL.gz	GSM1176245_1105A-08_PCG_33_Affy.CEL.gz	GSM1176246_1205A-07_PCG-69_AffyHyb.CEL.gz	GSM1176247_1205A-07_PCG-07_AffyHyb.CEL.gz	GSM1176248_1105A-08_PCG_51_Affy.CEL.gz	GSM1176249_1205A-07_PCG-74_AffyHyb.CEL.gz	GSM1176250_1205A-07_PCG-92_AffyHyb.CEL.gz	GSM1176251_0606A-05_PCG_19_AffyHyb.CEL.gz	GSM1176252_1105A-08_PCG-44_Affy.CEL.gz	GSM1176253_0306A-02_PCG-05_AffyHyb.CEL.gz	GSM1176254_1205A-07_PCG-90_AffyHyb.CEL.gz	GSM1176255_1205A-07_SG-37_AffyHyb.CEL.gz	GSM1176256_1105A-08_SG-48_Affy.CEL.gz	GSM1176257_0306A-02_SG-15_AffyHyb.CEL.gz	GSM1176258_1005A02_SG-9_AffyHyb.CEL.gz	GSM1176259_0306A-02_SG-24_AffyHyb.CEL.gz	GSM1176260_0606A-05_SG_57_AffyHyb.CEL.gz	GSM1176261_0606A-05_SG_91_AffyHyb.CEL.gz	GSM1176262_1205A-07_SG-23_AffyHyb.CEL.gz	GSM1176263_1005A02_SG-36_AffyHyb.CEL.gz	GSM1176264_1005A02_SG-6_AffyHyb.CEL.gz	GSM1176265_1105A02_SG-75_AffyHyb.CEL.gz	GSM1176266_1105A02_SG-11_AffyHyb.CEL.gz	GSM1176267_1105A02_SG-70_AffyHyb.CEL.gz	GSM1176268_1205A-07_SG-64_AffyHyb.CEL.gz	GSM1176269_1005A02_SG-33_AffyHyb.CEL.gz	GSM1176270_1105A-08_SG-51_Affy.CEL.gz	GSM1176271_1105A02_SG-74_AffyHyb.CEL.gz	GSM1176272_0306A-02_SG-92_AffyHyb.CEL.gz	GSM1176273_1105A02_SG-44_AffyHyb.CEL.gz	GSM1176274_0806A-04_SG_05_03_Affy.CEL.gz	GSM1176275_1105A02_SG-90_AffyHyb.CEL.gz	GSM107523.cel.gz	GSM107525.cel.gz	GSM107527.cel.gz	GSM107529.cel.gz	GSM107531.cel.gz	GSM107533.cel.gz	GSM107535.cel.gz	GSM107537.cel.gz	GSM107539.cel.gz	GSM107541.cel.gz	GSM238763.CEL.gz	GSM238790.CEL.gz	GSM238791.CEL.gz	GSM238792.CEL.gz	GSM238793.CEL.gz	GSM238794.CEL.gz	GSM238795.CEL.gz	GSM238796.CEL.gz	GSM238797.CEL.gz	GSM238798.CEL.gz	GSM238799.CEL.gz	GSM238800.CEL.gz	GSM238801.CEL.gz	GSM238802.CEL.gz	GSM238803.CEL.gz	GSM238804.CEL.gz	GSM238805.CEL.gz	GSM238806.CEL.gz	GSM238807.CEL.gz	GSM238808.CEL.gz	GSM238809.CEL.gz	GSM238810.CEL.gz	GSM238811.CEL.gz	GSM238812.CEL.gz	GSM238813.CEL.gz	GSM238815.CEL.gz	GSM238816.CEL.gz	GSM238817.CEL.gz	GSM238818.CEL.gz	GSM238819.CEL.gz	GSM238820.CEL.gz	GSM238821.CEL.gz	GSM238822.CEL.gz	GSM238823.CEL.gz	GSM238824.CEL.gz	GSM238825.CEL.gz	GSM238826.CEL.gz	GSM238827.CEL.gz	GSM238834.CEL.gz	GSM238835.CEL.gz	GSM238837.CEL.gz	GSM238838.CEL.gz	GSM238839.CEL.gz	GSM238840.CEL.gz	GSM238841.CEL.gz	GSM238842.CEL.gz	GSM238843.CEL.gz	GSM238844.CEL.gz	GSM238845.CEL.gz	GSM238846.CEL.gz	GSM238847.CEL.gz	GSM238848.CEL.gz	GSM238851.CEL.gz	GSM238854.CEL.gz	GSM238855.CEL.gz	GSM238856.CEL.gz	GSM238857.CEL.gz	GSM238858.CEL.gz	GSM238860.CEL.gz	GSM238861.CEL.gz	GSM238862.CEL.gz	GSM238863.CEL.gz	GSM238864.CEL.gz	GSM238865.CEL.gz	GSM238867.CEL.gz	GSM238868.CEL.gz	GSM238870.CEL.gz	GSM238871.CEL.gz	GSM238872.CEL.gz	GSM238873.CEL.gz	GSM238874.CEL.gz	GSM238875.CEL.gz	GSM238877.CEL.gz	GSM238941.CEL.gz	GSM238942.CEL.gz	GSM238943.CEL.gz	GSM238944.CEL.gz	GSM238945.CEL.gz	GSM238946.CEL.gz	GSM238947.CEL.gz	GSM238948.CEL.gz	GSM238949.CEL.gz	GSM238951.CEL.gz	GSM238952.CEL.gz	GSM238953.CEL.gz	GSM238955.CEL.gz	GSM238963.CEL.gz
FYN	8.342282	8.62590266666667	9.71507333333333	9.11934333333333	9.42615433333333	8.929369	9.19344033333333	8.651475	9.115226	7.826632	9.323033	8.74227633333333	8.920696	8.89455333333333	9.462532	8.90976266666667	9.91750266666667	9.32307266666667	9.08695966666667	8.51639266666667	8.419601	9.06758033333333	8.77828133333333	8.91158566666667	8.85796066666667	8.684532	8.27692566666667	10.4562246666667	8.20554566666667	8.39690333333333	8.79558866666667	9.19847633333333	9.43708233333333	8.63240233333333	8.95074966666667	10.4007303333333	7.81798633333333	7.289755	7.171745	8.476311	8.23466733333333	8.247448	8.39250933333333	8.13622966666667	8.329655	8.38170033333333	8.206502	7.59569233333333	7.41346833333333	7.731418	7.84011833333333	8.01419266666667	7.563557	7.95705433333333	7.80212566666667	7.810771	8.00094533333333	8.070296	7.74614333333333	10.945034	8.31795033333333	8.071415	8.542694	8.37823566666667	7.99755833333333	9.24078566666667	9.090762	8.51436166666667	7.91591266666667	8.91846266666667	8.103503	8.12328066666667	8.31675633333333	8.43762	7.86857766666667	8.21820666666667	8.17595566666667	8.60656466666667	8.023156	7.69442966666667	7.65421233333333	6.892762	8.46949533333333	7.00014933333333	9.209358	8.148521	7.70806733333333	9.011777	8.42707166666667	8.59196	6.814169	8.64450933333333	7.24817366666667	8.917945	8.363195	7.75937	7.58696133333333	8.58267433333333	7.771553	9.02023733333333	8.83088266666667	8.61606366666667	8.961827	7.81210366666667	6.424667	7.31076933333333	7.05621066666667	6.839096	7.24509066666667	8.345211	8.77141733333333	9.774135	8.62017366666667	9.52125933333333	7.151568	9.16878666666667	9.03134933333333	8.40965033333333	8.444675	7.84507466666667	8.72793666666667	9.29900233333333	8.611265	8.64748966666667	8.45548933333333	8.124388	8.01419666666667	6.98375766666667	7.3625	7.27574433333333	6.737356	6.87898133333333	6.809152	7.16238033333333	6.971159	6.86819033333333	7.820606	7.56107266666667	8.34701033333333	7.953277	8.82151033333333	8.692046	9.20300933333333	8.06508933333333	6.60496166666667	9.18756333333333	8.81037666666667	7.720234	8.69276866666667	8.09271	8.795571	8.19447833333333	8.35656166666667	9.272259	8.80615966666667	8.21705433333333	8.079223	8.75811333333333	8.98744233333333	8.85241233333333	8.24775233333333	8.39116466666667	8.308688	7.740284	8.952956	8.227657	6.81951333333333	8.461114	7.12873666666667	7.80607	7.82160266666667	8.556462	8.903097	8.04407666666667	8.21271466666667	8.699137	8.844329
GAB2	9.087773	8.560374	8.487914	9.082284	8.568819	7.341274	8.707986	8.304227	8.239324	7.992644	8.332162	8.10854	8.326776	7.618671	8.368863	8.086267	8.607037	8.690017	8.663102	8.456103	9.206864	8.633487	8.495461	9.058842	8.953378	8.59113	8.000343	8.324807	8.944059	8.101094	8.27102	8.191489	8.722565	8.371259	8.509322	8.558959	8.333096	8.237537	7.810519	9.381821	8.090604	8.719431	8.712544	7.391658	7.954851	8.353394	7.92332	8.381797	8.281427	7.683739	8.034264	8.029333	7.796952	8.364979	8.009881	7.852707	7.435444	7.812385	7.759628	8.501895	8.192417	8.244316	7.965179	7.788369	8.751982	8.01507	8.069591	7.456239	7.295972	8.833221	7.748662	7.861151	8.216828	7.657573	9.089198	7.820656	8.953389	7.79453	7.407854	7.908091	8.14243	7.742712	8.411784	8.309678	8.430196	8.33221	7.151879	8.310019	8.269845	8.424718	8.556717	7.958447	8.306182	8.598797	8.484329	8.179337	8.346472	8.364042	8.414024	8.616426	7.78479	8.024849	8.826546	7.469102	8.257783	7.615313	7.633285	7.667343	7.709258	8.747548	8.538162	9.103942	8.858407	8.286119	8.104004	10.054127	8.87712	8.47569	7.38189	8.384831	8.823957	8.815541	8.714155	8.66425	9.706087	9.573644	8.523333	7.76301	7.313668	7.807844	7.993653	7.462956	7.781612	7.808112	7.755196	8.042236	8.318781	8.444264	7.572909	7.85817	8.166381	8.330241	8.890948	8.719665	8.02454	8.220023	8.330214	7.977874	7.974214	8.436757	8.004386	7.72622	7.967592	8.229955	8.480061	8.431156	7.771986	8.45956	8.173254	8.77561	7.988548	8.24035	7.768206	9.03421	8.910253	7.734952	8.099119	7.589116	7.588952	9.171998	7.687719	8.419346	7.934352	8.629816	7.938249	8.900659	9.66054
GADD45B	6.26669975	6.7313945	6.8902805	7.0045355	6.5223545	7.162847	6.68392075	7.74205575	7.01347575	6.451678	7.10250425	6.75261175	7.3078185	6.38923375	7.230278	7.20846025	7.12765475	6.6021565	6.74297025	6.642488	7.65034125	6.67265	8.78497525	6.6278255	7.940608	7.20694175	6.80266975	7.5764545	7.60022775	6.708074	7.13540025	7.888351	6.711442	7.30012625	8.28607025	6.91257225	6.454972	6.446547	6.6904805	7.0809485	6.93924475	7.8773855	8.27297725	6.65051075	6.44948375	6.52654925	7.85339625	6.94298	6.9932535	6.813941	6.94574025	6.98369775	6.54849825	7.160776	6.65592775	6.70925275	6.96362	6.66247225	7.08209325	7.28856925	6.3631495	6.47344	6.6525785	6.77494225	7.639347	6.95468275	8.7690585	6.617248	6.8517915	6.50811475	7.889429	6.907275	6.94301125	6.85034275	6.51087725	7.75535075	6.44235	7.06814025	7.15524175	7.1219035	7.17143325	6.8842995	6.653424	7.01341175	6.65713575	6.384819	7.1390555	6.652485	7.2971805	7.13018825	7.20819	6.79432825	7.06412525	7.13678175	7.4486105	6.96575175	6.91727775	7.09441625	7.4713255	7.47034225	6.30585	6.76444825	6.6220125	6.360863	7.04213525	6.73908975	7.056924	6.63964175	6.83517975	6.7049165	6.77784	6.84491775	6.6763955	6.90042975	7.08646875	7.04393225	6.6974755	7.0099105	6.63302825	7.273177	6.81877775	6.396082	7.1256105	7.053558	6.44996425	7.79164675	6.93166475	6.775254	6.76211625	6.382129	6.8292915	7.32902275	7.3099895	6.635012	6.67213475	6.980126	6.56835725	6.930624	6.661749	6.972609	6.38282425	6.5505195	7.05451425	6.593957	7.5806695	6.65101375	6.896069	7.22131475	6.35694925	6.47641925	6.434839	6.81121775	6.5627975	7.747775	7.58306625	6.9904075	6.41300125	7.0953915	6.3491965	6.405434	6.37357275	6.74437525	6.37279825	6.77723	6.18277025	7.0190575	7.4154885	6.6866275	7.15639175	6.7218245	7.4144085	7.2559545	6.4933105	6.732989	6.51444225	6.83766275	7.39293775
GATA3	3.47434966666667	3.28773966666667	3.63432533333333	3.352979	3.53817866666667	3.64392233333333	3.75607333333333	3.514478	3.37084366666667	3.62882033333333	3.681582	3.401618	3.65701933333333	3.489823	3.714104	3.596018	3.57929166666667	3.49325633333333	3.48601633333333	3.59735633333333	3.460715	3.39733733333333	3.90842933333333	3.400806	3.55540866666667	3.52305833333333	3.56292	3.77212433333333	3.64014133333333	3.66241066666667	3.82338166666667	3.546409	3.506487	3.45158733333333	4.16757433333333	3.420819	3.65507933333333	3.72530833333333	3.702616	3.47133466666667	3.35088666666667	3.61533233333333	3.52521033333333	3.64602466666667	3.32392666666667	3.42248233333333	3.658972	3.487297	3.78228466666667	3.589563	3.37558133333333	3.43808466666667	3.508796	3.25743666666667	3.452299	3.46545533333333	3.52968833333333	3.43100966666667	3.624223	3.50759866666667	3.41701633333333	3.56164766666667	3.37170933333333	3.496143	3.39669133333333	3.80551466666667	3.709468	3.53072766666667	3.43238466666667	3.34736733333333	3.42606966666667	3.53211666666667	3.66926433333333	3.52324233333333	3.515827	3.65513533333333	3.46514133333333	3.459693	3.651861	3.46419233333333	3.901387	3.82649833333333	3.34588133333333	3.54812066666667	3.29812233333333	3.41006233333333	3.807169	3.831811	3.31592633333333	3.541273	3.707138	3.52395666666667	4.396726	3.73405133333333	3.63387733333333	3.751519	3.72413033333333	3.86897566666667	4.32381466666667	3.60642633333333	3.34307033333333	3.42418	3.47448166666667	3.62687533333333	3.80205566666667	3.7676	3.70684733333333	3.77888866666667	3.889652	3.39149333333333	3.464516	3.41441433333333	3.45764333333333	3.54121266666667	3.91240466666667	3.666328	3.37218433333333	3.31728333333333	3.74903	3.78204	3.32552466666667	3.49896933333333	3.41710766666667	3.64281	3.53163633333333	3.48446766666667	3.49527133333333	3.912801	3.63736333333333	3.72000133333333	4.29749933333333	3.79155733333333	3.76562966666667	3.41053466666667	3.80284066666667	3.80612066666667	3.61933666666667	3.42443	3.58633233333333	3.43149466666667	3.491025	3.38398866666667	3.50473333333333	3.62866933333333	3.41551633333333	3.57496833333333	3.51628966666667	3.69662033333333	3.564452	3.69557033333333	3.77236366666667	3.292129	3.56687533333333	3.61336933333333	3.69789566666667	3.47045166666667	3.36522566666667	3.576561	3.19242466666667	3.32274533333333	3.43020466666667	3.40738533333333	3.31969566666667	3.611468	3.540011	4.88720733333333	3.85315366666667	3.43136533333333	3.504772	3.65548333333333	3.28440066666667	3.572162	3.32245933333333	3.58340633333333	3.472729	3.44753733333333	3.46760966666667
GDF10	4.189522	4.78686	6.01744	5.38547	4.803215	5.173273	4.658087	5.070761	5.485568	5.224504	5.46831	4.473035	4.568236	4.115239	4.989564	5.144514	5.623916	5.620498	5.108991	4.584661	6.031247	5.06559	5.421433	4.214987	5.046933	4.831968	5.081883	4.936096	4.704147	5.408128	5.158969	5.031364	4.837585	5.044186	6.188079	5.088495	4.79158	4.962399	4.612588	5.072341	4.9936	3.987006	4.79165	5.046715	4.98753	4.447394	5.199067	4.492491	4.818627	4.177244	4.855292	4.387504	5.173994	4.441461	4.716268	5.253961	4.798443	5.497227	4.435559	4.94418	4.713967	4.838928	5.025715	5.429514	4.155369	4.851919	4.886088	4.930167	4.897987	4.543274	5.159274	4.82258	4.712724	4.515605	5.07974	4.97754	5.006977	4.561254	5.809836	4.709296	4.60258	5.070818	4.714673	4.780478	4.857535	5.060325	5.109014	5.839323	5.081153	4.868152	5.155424	6.008166	5.362597	5.278543	5.338567	4.953791	5.18671	4.806305	5.18498	6.366064	5.132388	5.607547	5.162553	5.002331	5.229119	4.64538	4.913019	5.041439	4.584201	4.964409	4.955748	4.643083	4.990758	4.718607	4.781555	4.841248	4.251691	4.558236	4.70132	4.80833	4.907201	5.954866	4.426696	4.712004	4.735654	4.442736	4.883142	4.555924	4.933339	4.934034	5.305312	5.28639	4.690649	5.092456	4.655839	4.768751	5.322012	4.990069	5.016596	5.121796	4.910173	4.290328	4.743871	4.909749	4.987783	4.931267	5.279123	5.045019	4.690429	4.850975	5.167333	4.585624	4.922875	4.927757	4.153559	4.774945	4.774096	4.851551	4.708387	4.773233	4.460769	4.209218	4.723942	4.64752	4.998616	4.61617	4.585243	4.193029	4.766747	4.325236	4.419323	4.470025	4.615517	4.402042	5.843183	5.210691	4.930462
GHR	4.272522	4.868675	4.789647	4.475951	5.11699	4.853347	3.658168	6.091112	4.512881	5.648101	4.588888	4.868675	3.6041	4.650769	4.039263	5.212781	4.439745	4.993936	4.37332	4.390072	4.140003	4.754347	3.439768	4.388981	5.053478	4.706297	5.301942	4.972141	3.3481	4.669102	4.337153	4.658976	4.853769	4.931172	6.190445	4.026623	3.880681	3.367478	4.071306	4.136628	4.091284	4.742502	4.592122	5.139697	5.310518	4.66862	5.314171	4.073946	5.156799	3.67418	4.264207	4.411128	3.945183	3.895781	4.130877	3.702276	4.145054	4.985523	3.884434	4.632359	4.832351	5.319551	4.31265	4.684316	4.257683	3.991307	4.736484	4.230083	4.966954	4.434457	4.895682	4.608573	4.563934	4.486016	4.261906	4.128468	4.352048	4.743519	6.295759	3.880971	3.897972	4.166567	4.370633	4.078037	4.656906	5.723108	4.585031	5.244972	4.069118	4.412727	4.235842	5.447487	4.259231	4.382683	4.281379	4.033814	4.221858	4.083517	4.390952	3.950677	5.936881	4.686036	5.185045	5.097805	6.596434	4.379888	4.33213	5.072538	5.396308	4.45037	4.220934	3.768159	5.365363	5.678184	5.537569	4.600034	4.826225	4.388896	5.537353	4.841236	5.491093	5.25869	4.487089	4.759822	4.258498	4.003078	4.601208	5.108669	4.099832	6.348696	4.086948	3.932055	4.836817	4.98627	4.430786	5.144802	5.295316	4.927634	5.398142	4.01144	5.028712	4.44059	4.391315	5.127335	4.352198	4.027998	4.218774	3.892183	4.113299	5.346698	4.022019	4.7916	4.707347	5.731587	5.726642	4.81126	4.470708	4.731609	4.021256	4.292652	3.930351	4.374885	4.131423	3.960285	3.972586	4.096993	3.649173	4.236512	4.200957	3.687873	3.871772	4.123787	4.459974	3.98102	4.458606	3.963264	3.94814
GNAQ	7.4747596	7.7275454	7.2845822	7.5328658	7.3915954	7.3873806	7.2158862	7.446915	7.7383664	7.7420438	7.5997244	7.3806652	7.3628308	7.9820528	7.2334546	7.7758242	7.1925142	7.5136226	7.4106654	7.610255	7.3515772	7.6598028	6.9776476	7.6182252	7.0056632	7.6857136	7.6111532	7.3722494	7.2318696	7.8236562	7.6731178	7.725369	7.1801078	8.1005064	6.923995	7.3272672	7.5078026	7.5457866	7.255581	7.1642176	7.5251098	7.3326448	7.412405	7.6289728	7.7889496	7.5557282	7.5523454	7.4699918	6.8478468	7.5200094	7.607097	7.4669976	7.684615	7.579441	7.5170062	7.7787586	7.6885074	7.7663372	7.6205138	7.403906	7.5908064	7.4719194	7.7548292	7.9070808	7.095086	7.650316	7.6795606	7.8101566	7.6770104	7.7229118	7.695277	7.5887422	7.1513784	7.7533546	7.6030198	7.7928066	7.7701942	7.9346	7.5918966	7.7791592	7.4794046	7.7964572	7.7530046	8.323773	7.354021	7.5646054	7.9211264	7.368761	7.9226734	7.6278144	7.6974746	7.5164044	7.6729496	7.8253866	7.482567	7.641192	7.74422	7.7399586	7.641212	7.5611398	8.0502384	8.7318876	8.5190606	8.0182378	7.7075828	8.5629122	8.804176	9.0752808	8.1486968	7.5216776	7.7298302	7.7244428	8.196875	7.96064	8.2257354	8.1046416	7.986153	7.9521394	7.742735	7.9109276	7.9687222	7.5207772	7.8376328	7.4073042	7.7566748	7.9479296	8.0431874	7.47137	7.8422294	7.994048	7.3847494	8.0247796	7.6997708	7.6497874	8.6065128	8.211231	8.0644306	8.2418502	7.77325	7.180576	7.5914186	7.089163	7.9054564	7.8994192	7.4045332	7.443629	7.501124	8.2137814	7.8198896	7.8477664	7.739251	7.9782534	7.6679436	7.5794068	7.8851678	7.9676094	7.9040212	7.8365562	7.4609404	7.5663716	8.1382312	7.8924336	7.833984	7.9924544	7.6155462	7.5995552	8.5128594	7.8351958	8.0618222	7.542488	8.313236	8.6287532	7.7893506	7.6228742	7.3102152	7.4466678	7.6679436
GNG11	4.553926	4.3875175	4.834608	4.6611325	4.8565595	4.7605905	4.5320805	4.323591	4.846476	4.372555	4.429507	4.4615615	4.3199425	4.477043	4.8168665	4.5263235	4.8615785	5.02171	4.695708	4.339717	4.3335435	4.739703	4.9906615	4.681899	4.6322845	5.257135	4.7622715	5.3101575	4.813073	4.470706	4.388893	4.969632	4.9016445	4.545916	5.0890075	5.1954825	4.903795	4.16181	4.6193505	4.505279	4.793817	5.2130265	5.00453	4.5800475	4.620505	4.5301405	4.3004755	4.8198805	5.1705625	4.717364	4.5984135	5.1103945	4.351131	4.39408	4.521638	4.424934	4.6357425	4.3582925	4.713914	5.5357965	4.726874	4.5217705	4.6284065	4.5112365	5.1904245	4.994668	4.811494	4.589642	4.5517105	4.7219345	4.172508	4.830098	5.1998305	4.9102045	4.2909805	4.2930995	4.3093865	4.530282	4.860546	4.666323	4.3031195	4.8446685	4.068456	5.0489425	4.3990915	4.50628	4.7579515	4.9141315	4.4939645	4.414515	4.688142	4.4345705	4.584179	4.656912	4.609282	4.657536	4.5228845	4.6715835	4.673851	4.6923005	4.414676	4.2864905	4.7979785	4.7331655	4.5898905	4.306106	4.8031325	4.500625	4.331037	4.491816	4.5195495	5.1423065	4.7268485	4.5652655	4.337899	4.6920095	4.578065	4.4783635	4.2667375	5.0037985	4.3374315	4.316221	4.535955	4.7366855	4.4401885	4.742457	4.274407	4.767659	4.470863	4.3019025	4.8286125	4.5308395	4.7514675	4.353728	4.3645525	4.3911025	4.4121775	4.8182155	4.4615445	4.3898805	4.651199	4.1986415	5.0581965	4.5710715	4.9721085	4.6991835	3.905037	4.7251725	4.620188	4.3406895	4.8151165	4.337055	4.454018	4.4622335	5.152652	4.5531825	4.2671875	5.3617025	4.2899025	4.556212	4.4867225	4.5835815	4.340271	5.1462115	4.272598	4.4009235	4.3505395	4.727479	5.1036865	4.15453	4.378976	4.4949765	4.5140075	4.48325	4.612003	4.548601	4.6178845
GNG4	5.439143	7.0376585	5.925627	5.75740975	5.4412295	6.44304875	6.57557425	6.52802075	5.8416665	6.653471	5.95442825	5.926646	6.53693675	8.06674625	7.33324775	6.286695	5.7250805	5.5431925	5.6370825	6.9801025	5.484664	6.04819375	5.7405735	6.068393	6.153069	6.30611725	6.38723	5.70625975	5.39557775	7.09889525	5.92759275	5.693642	6.032769	6.19847925	4.972396	5.5966055	6.2217955	6.17433475	6.298753	5.4264915	5.939248	5.576309	5.70559525	5.991243	5.90649975	6.013963	6.33731425	5.99345675	6.0597735	5.88351175	5.88135175	5.45294825	6.43077825	5.94073075	6.02063775	6.4605985	5.707651	6.419844	6.56856875	5.728762	6.25710975	6.4283575	6.1746595	6.177549	5.52813725	5.8085175	5.8730915	5.84652775	6.0409975	6.082352	6.28104525	5.82473475	5.7603355	5.95986525	5.9269425	5.9212055	5.861023	5.56566375	6.8226805	6.0250165	6.7402155	6.083285	6.06932925	5.7540005	7.6754375	6.5203185	5.87026575	6.51678	6.3136925	6.2370475	6.096216	7.89625375	5.8472275	7.0601945	6.80263025	6.5960825	7.33738425	6.402838	6.15132975	6.365391	5.8316645	6.23421575	7.2651	6.132032	6.520232	6.661847	6.05060975	7.16038425	6.68438925	6.79812875	5.7700565	5.39857475	6.54628425	6.56600975	6.29758625	5.55998325	6.27366825	5.73840025	6.29536225	5.476716	5.54517425	6.01161375	6.08719375	6.755202	5.84898	5.88303875	5.99909475	6.74538575	6.36611825	6.44016475	6.5173795	6.57335775	6.24695625	6.20928225	6.27997925	5.91634	6.10198575	5.86662025	5.9569265	5.9316365	6.49516725	5.550987	6.46616425	6.8403615	5.73574025	6.6570275	6.82803725	7.07585275	5.99927625	5.95433075	6.13332875	6.26317875	6.58417275	6.14728925	6.149462	6.19701825	5.97320575	5.7578235	5.584501	6.26784175	6.34433825	6.2509255	6.09650975	6.09677875	6.33108075	6.3478905	6.04798575	6.13078525	6.207729	6.0059225	6.095806	6.21156475	5.43547475	5.1631505	5.94406625	5.626771	6.29194875
GOT1	7.183634	8.400313	7.172667	7.720031	7.242606	8.481507	7.316415	8.200286	7.497743	9.346637	7.616993	7.972842	8.411458	9.676193	7.17786	8.113029	6.940932	7.289672	7.751994	8.263492	7.30923	7.385904	6.372078	7.621591	6.879028	7.256637	9.364219	6.468318	7.70326	9.398797	7.805299	7.756259	7.052698	8.998487	6.750652	7.207329	8.487105	9.405157	9.310911	7.236924	9.399567	7.881025	7.787302	9.028119	8.970676	9.126681	9.225898	9.192128	7.546584	9.066397	9.851998	8.257328	10.254648	9.23401	9.449281	9.927677	9.215744	9.57231	9.904888	7.219822	8.276347	8.888482	8.178884	9.753951	7.976252	7.405094	8.185734	8.298965	9.755454	7.915264	9.361611	8.529541	7.436067	8.22232	8.576481	9.126467	8.791439	8.428192	9.816094	9.748935	9.245713	7.5031	9.139568	7.393938	10.41619	8.693338	7.741605	8.587008	7.545586	8.450133	6.646504	9.305555	6.5369	7.301273	6.580357	6.911544	7.476112	6.82451	6.498719	6.95141	8.940365	7.560601	8.684195	7.906792	6.584783	7.935489	6.982259	7.175727	8.126294	6.507719	7.425253	6.73083	8.29343	8.186168	7.291078	7.211377	7.232141	8.704484	8.729463	6.560808	9.077058	8.352348	6.952892	7.064498	6.1603	7.040335	7.704692	7.365966	8.275573	7.54015	6.266325	7.020071	7.742349	6.93108	7.174938	7.068527	8.478494	7.294985	9.176677	9.155089	8.459891	6.554306	7.645742	8.276405	6.528547	8.349032	9.937705	7.277704	8.026762	7.127444	7.629314	8.471477	8.809533	8.710382	7.245338	7.706546	8.909362	7.474818	8.110319	7.85947	8.123427	9.591298	8.535925	6.773347	8.948694	6.724778	7.51149	8.434709	8.828985	6.914722	6.68775	7.456609	9.366317	7.689877	9.284103	7.681317	6.60672
